地区,模型,月份,实际事件数,预测事件数
北美,低阶SARIMA,2015-11-01,10,5.11903611493741
北美,低阶SARIMA,2015-12-01,5,3.319036848019328
北美,低阶SARIMA,2016-01-01,5,5.872952687222646
北美,低阶SARIMA,2016-02-01,4,7.166205622937834
北美,低阶SARIMA,2016-03-01,2,5.957025007873899
北美,低阶SARIMA,2016-04-01,3,6.42576649414112
北美,低阶SARIMA,2016-05-01,3,7.363732316327684
北美,低阶SARIMA,2016-06-01,6,10.604339858677987
北美,低阶SARIMA,2016-07-01,14,8.06169214919427
北美,低阶SARIMA,2016-08-01,11,7.2176167141368515
北美,低阶SARIMA,2016-09-01,11,6.318415784747222
北美,低阶SARIMA,2016-10-01,7,10.974851768974851
北美,低阶SARIMA,2016-11-01,4,11.249043544734562
北美,低阶SARIMA,2016-12-01,5,7.348339779199234
中美洲与加勒比,季节朴素,2012-01-01,1,0.0
中美洲与加勒比,季节朴素,2012-02-01,0,0.0
中美洲与加勒比,季节朴素,2012-03-01,0,0.0
中美洲与加勒比,季节朴素,2012-04-01,0,0.0
中美洲与加勒比,季节朴素,2012-05-01,0,0.0
中美洲与加勒比,季节朴素,2012-06-01,0,0.0
中美洲与加勒比,季节朴素,2012-07-01,0,0.0
中美洲与加勒比,季节朴素,2012-08-01,0,0.0
中美洲与加勒比,季节朴素,2012-09-01,0,0.0
中美洲与加勒比,季节朴素,2012-10-01,0,0.0
中美洲与加勒比,季节朴素,2012-11-01,0,0.0
中美洲与加勒比,季节朴素,2012-12-01,0,1.0
中美洲与加勒比,季节朴素,2013-01-01,2,1.0
中美洲与加勒比,季节朴素,2013-02-01,0,0.0
中美洲与加勒比,季节朴素,2013-03-01,1,0.0
中美洲与加勒比,季节朴素,2013-04-01,0,0.0
中美洲与加勒比,季节朴素,2013-05-01,0,0.0
中美洲与加勒比,季节朴素,2013-06-01,0,0.0
中美洲与加勒比,季节朴素,2013-07-01,0,0.0
中美洲与加勒比,季节朴素,2013-08-01,5,0.0
中美洲与加勒比,季节朴素,2013-09-01,0,0.0
中美洲与加勒比,季节朴素,2013-10-01,4,0.0
中美洲与加勒比,季节朴素,2013-11-01,2,0.0
中美洲与加勒比,季节朴素,2013-12-01,0,0.0
中美洲与加勒比,季节朴素,2014-01-01,0,2.0
中美洲与加勒比,季节朴素,2014-02-01,0,0.0
中美洲与加勒比,季节朴素,2014-03-01,0,1.0
中美洲与加勒比,季节朴素,2014-04-01,1,0.0
中美洲与加勒比,季节朴素,2014-05-01,1,0.0
中美洲与加勒比,季节朴素,2014-06-01,0,0.0
中美洲与加勒比,季节朴素,2014-07-01,2,0.0
中美洲与加勒比,季节朴素,2014-08-01,0,5.0
中美洲与加勒比,季节朴素,2014-09-01,0,0.0
中美洲与加勒比,季节朴素,2014-10-01,1,4.0
中美洲与加勒比,季节朴素,2014-11-01,0,2.0
中美洲与加勒比,季节朴素,2014-12-01,0,0.0
中美洲与加勒比,季节朴素,2015-01-01,0,0.0
中美洲与加勒比,季节朴素,2015-02-01,0,0.0
中美洲与加勒比,季节朴素,2015-03-01,0,0.0
中美洲与加勒比,季节朴素,2015-04-01,0,1.0
中美洲与加勒比,季节朴素,2015-05-01,0,1.0
中美洲与加勒比,季节朴素,2015-06-01,1,0.0
中美洲与加勒比,季节朴素,2015-07-01,0,2.0
中美洲与加勒比,季节朴素,2015-08-01,0,0.0
中美洲与加勒比,季节朴素,2015-09-01,0,0.0
中美洲与加勒比,季节朴素,2015-10-01,0,1.0
中美洲与加勒比,季节朴素,2015-11-01,0,0.0
中美洲与加勒比,季节朴素,2015-12-01,0,0.0
中美洲与加勒比,季节朴素,2016-01-01,0,0.0
中美洲与加勒比,季节朴素,2016-02-01,0,0.0
中美洲与加勒比,季节朴素,2016-03-01,1,0.0
中美洲与加勒比,季节朴素,2016-04-01,0,0.0
中美洲与加勒比,季节朴素,2016-05-01,1,0.0
中美洲与加勒比,季节朴素,2016-06-01,0,1.0
中美洲与加勒比,季节朴素,2016-07-01,0,0.0
中美洲与加勒比,季节朴素,2016-08-01,0,0.0
中美洲与加勒比,季节朴素,2016-09-01,0,0.0
中美洲与加勒比,季节朴素,2016-10-01,1,0.0
中美洲与加勒比,季节朴素,2016-11-01,0,0.0
中美洲与加勒比,季节朴素,2016-12-01,0,0.0
中美洲与加勒比,近12月均值,2012-01-01,1,0.08333333333333333
中美洲与加勒比,近12月均值,2012-02-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2012-03-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2012-04-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2012-05-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2012-06-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2012-07-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2012-08-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2012-09-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2012-10-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2012-11-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2012-12-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2013-01-01,2,0.08333333333333333
中美洲与加勒比,近12月均值,2013-02-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2013-03-01,1,0.08333333333333333
中美洲与加勒比,近12月均值,2013-04-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2013-05-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2013-06-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2013-07-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2013-08-01,5,0.08333333333333333
中美洲与加勒比,近12月均值,2013-09-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2013-10-01,4,0.08333333333333333
中美洲与加勒比,近12月均值,2013-11-01,2,0.08333333333333333
中美洲与加勒比,近12月均值,2013-12-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2014-01-01,0,1.1666666666666667
中美洲与加勒比,近12月均值,2014-02-01,0,1.1666666666666667
中美洲与加勒比,近12月均值,2014-03-01,0,1.1666666666666667
中美洲与加勒比,近12月均值,2014-04-01,1,1.1666666666666667
中美洲与加勒比,近12月均值,2014-05-01,1,1.1666666666666667
中美洲与加勒比,近12月均值,2014-06-01,0,1.1666666666666667
中美洲与加勒比,近12月均值,2014-07-01,2,1.1666666666666667
中美洲与加勒比,近12月均值,2014-08-01,0,1.1666666666666667
中美洲与加勒比,近12月均值,2014-09-01,0,1.1666666666666667
中美洲与加勒比,近12月均值,2014-10-01,1,1.1666666666666667
中美洲与加勒比,近12月均值,2014-11-01,0,1.1666666666666667
中美洲与加勒比,近12月均值,2014-12-01,0,1.1666666666666667
中美洲与加勒比,近12月均值,2015-01-01,0,0.4166666666666667
中美洲与加勒比,近12月均值,2015-02-01,0,0.4166666666666667
中美洲与加勒比,近12月均值,2015-03-01,0,0.4166666666666667
中美洲与加勒比,近12月均值,2015-04-01,0,0.4166666666666667
中美洲与加勒比,近12月均值,2015-05-01,0,0.4166666666666667
中美洲与加勒比,近12月均值,2015-06-01,1,0.4166666666666667
中美洲与加勒比,近12月均值,2015-07-01,0,0.4166666666666667
中美洲与加勒比,近12月均值,2015-08-01,0,0.4166666666666667
中美洲与加勒比,近12月均值,2015-09-01,0,0.4166666666666667
中美洲与加勒比,近12月均值,2015-10-01,0,0.4166666666666667
中美洲与加勒比,近12月均值,2015-11-01,0,0.4166666666666667
中美洲与加勒比,近12月均值,2015-12-01,0,0.4166666666666667
中美洲与加勒比,近12月均值,2016-01-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2016-02-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2016-03-01,1,0.08333333333333333
中美洲与加勒比,近12月均值,2016-04-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2016-05-01,1,0.08333333333333333
中美洲与加勒比,近12月均值,2016-06-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2016-07-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2016-08-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2016-09-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2016-10-01,1,0.08333333333333333
中美洲与加勒比,近12月均值,2016-11-01,0,0.08333333333333333
中美洲与加勒比,近12月均值,2016-12-01,0,0.08333333333333333
中美洲与加勒比,阻尼季节ETS,2012-01-01,1,0.0
中美洲与加勒比,阻尼季节ETS,2012-02-01,0,0.15615022759728794
中美洲与加勒比,阻尼季节ETS,2012-03-01,0,0.0
中美洲与加勒比,阻尼季节ETS,2012-04-01,0,0.1693178034426917
中美洲与加勒比,阻尼季节ETS,2012-05-01,0,0.1743306043109223
中美洲与加勒比,阻尼季节ETS,2012-06-01,0,0.0
中美洲与加勒比,阻尼季节ETS,2012-07-01,0,0.18203085668050026
中美洲与加勒比,阻尼季节ETS,2012-08-01,0,0.0
中美洲与加勒比,阻尼季节ETS,2012-09-01,0,0.18739419833673168
中美洲与加勒比,阻尼季节ETS,2012-10-01,0,0.0
中美洲与加勒比,阻尼季节ETS,2012-11-01,0,1.7911426354277797
中美洲与加勒比,阻尼季节ETS,2012-12-01,0,0.19258259534989824
中美洲与加勒比,阻尼季节ETS,2013-01-01,2,0.06811082534749265
中美洲与加勒比,阻尼季节ETS,2013-02-01,0,0.06877004201633036
中美洲与加勒比,阻尼季节ETS,2013-03-01,1,0.0
中美洲与加勒比,阻尼季节ETS,2013-04-01,0,0.0
中美洲与加勒比,阻尼季节ETS,2013-05-01,0,0.0
中美洲与加勒比,阻尼季节ETS,2013-06-01,0,0.0
中美洲与加勒比,阻尼季节ETS,2013-07-01,0,0.07201757045576615
中美洲与加勒比,阻尼季节ETS,2013-08-01,5,0.0
中美洲与加勒比,阻尼季节ETS,2013-09-01,0,0.0
中美洲与加勒比,阻尼季节ETS,2013-10-01,4,0.0
中美洲与加勒比,阻尼季节ETS,2013-11-01,2,1.4745744838723631
中美洲与加勒比,阻尼季节ETS,2013-12-01,0,0.07518351822118194
中美洲与加勒比,阻尼季节ETS,2014-01-01,0,0.8139807226963117
中美洲与加勒比,阻尼季节ETS,2014-02-01,0,0.4129043295852375
中美洲与加勒比,阻尼季节ETS,2014-03-01,0,0.4118428228585127
中美洲与加勒比,阻尼季节ETS,2014-04-01,1,0.21078134274347982
中美洲与加勒比,阻尼季节ETS,2014-05-01,1,0.20972869444242037
中美洲与加勒比,阻尼季节ETS,2014-06-01,0,0.20868021954605015
中美洲与加勒比,阻尼季节ETS,2014-07-01,2,0.4076400284325257
中美洲与加勒比,阻尼季节ETS,2014-08-01,0,1.2065925242064393
中美洲与加勒比,阻尼季节ETS,2014-09-01,0,0.2055701270045462
中美洲与加勒比,阻尼季节ETS,2014-10-01,1,1.0045321720468285
中美洲与加勒比,阻尼季节ETS,2014-11-01,0,2.203516497603849
中美洲与加勒比,阻尼季节ETS,2014-12-01,0,0.40249753257062165
中美洲与加勒比,阻尼季节ETS,2015-01-01,0,1.095468929520948
中美洲与加勒比,阻尼季节ETS,2015-02-01,0,0.4917981220866044
中美洲与加勒比,阻尼季节ETS,2015-03-01,0,0.688398888057157
中美洲与加勒比,阻尼季节ETS,2015-04-01,0,0.6848762894003535
中美洲与加勒比,阻尼季节ETS,2015-05-01,0,0.681286345757241
中美洲与加勒比,阻尼季节ETS,2015-06-01,1,0.47787372942030215
中美洲与加勒比,阻尼季节ETS,2015-07-01,0,1.0744628361078998
中美洲与加勒比,阻尼季节ETS,2015-08-01,0,1.4710450460552265
中美洲与加勒比,阻尼季节ETS,2015-09-01,0,0.46761657249862265
中美洲与加勒比,阻尼季节ETS,2015-10-01,0,1.4643221401147515
中美洲与加勒比,阻尼季节ETS,2015-11-01,0,0.860928226689394
中美洲与加勒比,阻尼季节ETS,2015-12-01,0,0.6576337696234138
中美洲与加勒比,阻尼季节ETS,2016-01-01,0,0.7753058971171469
中美洲与加勒比,阻尼季节ETS,2016-02-01,0,0.1585939080834734
中美洲与加勒比,阻尼季节ETS,2016-03-01,1,0.3430539156989371
中美洲与加勒比,阻尼季节ETS,2016-04-01,0,0.3293148066674287
中美洲与加勒比,阻尼季节ETS,2016-05-01,1,0.31677584103533707
中美洲与加勒比,阻尼季节ETS,2016-06-01,0,0.30557117713413434
中美洲与加勒比,阻尼季节ETS,2016-07-01,0,0.495439673989915
中美洲与加勒比,阻尼季节ETS,2016-08-01,0,1.0863212556287036
中美洲与加勒比,阻尼季节ETS,2016-09-01,0,0.07767027038152219
中美洲与加勒比,阻尼季节ETS,2016-10-01,1,1.0704131025492307
中美洲与加勒比,阻尼季节ETS,2016-11-01,0,0.4636098827021533
中美洲与加勒比,阻尼季节ETS,2016-12-01,0,0.25749982002537525
中美洲与加勒比,低阶SARIMA,2012-01-01,1,0.0
中美洲与加勒比,低阶SARIMA,2012-02-01,0,0.07492035492206636
中美洲与加勒比,低阶SARIMA,2012-03-01,0,0.0
中美洲与加勒比,低阶SARIMA,2012-04-01,0,0.07491226377635504
中美洲与加勒比,低阶SARIMA,2012-05-01,0,0.07491226377512705
中美洲与加勒比,低阶SARIMA,2012-06-01,0,0.0
中美洲与加勒比,低阶SARIMA,2012-07-01,0,0.07492849163906051
中美洲与加勒比,低阶SARIMA,2012-08-01,0,0.0
中美洲与加勒比,低阶SARIMA,2012-09-01,0,0.07491221831752276
中美洲与加勒比,低阶SARIMA,2012-10-01,0,0.0
中美洲与加勒比,低阶SARIMA,2012-11-01,0,1.6748898380405746
中美洲与加勒比,低阶SARIMA,2012-12-01,0,0.0749396665230675
中美洲与加勒比,低阶SARIMA,2013-01-01,2,0.0499954467403924
中美洲与加勒比,低阶SARIMA,2013-02-01,0,0.04998834114197748
中美洲与加勒比,低阶SARIMA,2013-03-01,1,0.0
中美洲与加勒比,低阶SARIMA,2013-04-01,0,0.0
中美洲与加勒比,低阶SARIMA,2013-05-01,0,0.0
中美洲与加勒比,低阶SARIMA,2013-06-01,0,0.0
中美洲与加勒比,低阶SARIMA,2013-07-01,0,0.049989861292192045
中美洲与加勒比,低阶SARIMA,2013-08-01,5,0.0
中美洲与加勒比,低阶SARIMA,2013-09-01,0,0.0
中美洲与加勒比,低阶SARIMA,2013-10-01,4,0.0
中美洲与加勒比,低阶SARIMA,2013-11-01,2,1.4499712508154508
中美洲与加勒比,低阶SARIMA,2013-12-01,0,0.0499925330784714
中美洲与加勒比,低阶SARIMA,2014-01-01,0,3.0047217526598153
中美洲与加勒比,低阶SARIMA,2014-02-01,0,0.9789077826726744
中美洲与加勒比,低阶SARIMA,2014-03-01,0,2.005424938413879
中美洲与加勒比,低阶SARIMA,2014-04-01,1,0.9789072885501146
中美洲与加勒比,低阶SARIMA,2014-05-01,1,0.9789072885501156
中美洲与加勒比,低阶SARIMA,2014-06-01,0,0.9789072885501152
中美洲与加勒比,低阶SARIMA,2014-07-01,2,0.9788881476032121
中美洲与加勒比,低阶SARIMA,2014-08-01,0,6.111495537869078
中美洲与加勒比,低阶SARIMA,2014-09-01,0,0.9789072885501144
中美洲与加勒比,低阶SARIMA,2014-10-01,1,5.084977888005053
中美洲与加勒比,低阶SARIMA,2014-11-01,0,3.031946541258174
中美洲与加勒比,低阶SARIMA,2014-12-01,0,0.9796291211283562
中美洲与加勒比,低阶SARIMA,2015-01-01,0,0.9200535452966235
中美洲与加勒比,低阶SARIMA,2015-02-01,0,0.32005272245097494
中美洲与加勒比,低阶SARIMA,2015-03-01,0,0.5200533182272107
中美洲与加勒比,低阶SARIMA,2015-04-01,0,0.5200548757196152
中美洲与加勒比,低阶SARIMA,2015-05-01,0,0.5200548425335353
中美洲与加勒比,低阶SARIMA,2015-06-01,1,0.32005272245137184
中美洲与加勒比,低阶SARIMA,2015-07-01,0,0.9200556038266869
中美洲与加勒比,低阶SARIMA,2015-08-01,0,1.3200561659566477
中美洲与加勒比,低阶SARIMA,2015-09-01,0,0.32005292158542
中美洲与加勒比,低阶SARIMA,2015-10-01,0,1.3200576570744549
中美洲与加勒比,低阶SARIMA,2015-11-01,0,0.7200541795033213
中美洲与加勒比,低阶SARIMA,2015-12-01,0,0.5200516019534978
中美洲与加勒比,低阶SARIMA,2016-01-01,0,0.28607714752524527
中美洲与加勒比,低阶SARIMA,2016-02-01,0,0.0
中美洲与加勒比,低阶SARIMA,2016-03-01,1,0.0
中美洲与加勒比,低阶SARIMA,2016-04-01,0,0.0
中美洲与加勒比,低阶SARIMA,2016-05-01,1,0.0
中美洲与加勒比,低阶SARIMA,2016-06-01,0,0.0
中美洲与加勒比,低阶SARIMA,2016-07-01,0,0.08608715587642224
中美洲与加勒比,低阶SARIMA,2016-08-01,0,0.6860770472052136
中美洲与加勒比,低阶SARIMA,2016-09-01,0,0.0
中美洲与加勒比,低阶SARIMA,2016-10-01,1,0.6860803081507311
中美洲与加勒比,低阶SARIMA,2016-11-01,0,0.08608063398354548
中美洲与加勒比,低阶SARIMA,2016-12-01,0,0.0
南美,季节朴素,2012-01-01,8,13.0
南美,季节朴素,2012-02-01,9,13.0
南美,季节朴素,2012-03-01,9,17.0
南美,季节朴素,2012-04-01,15,15.0
南美,季节朴素,2012-05-01,12,17.0
南美,季节朴素,2012-06-01,9,4.0
南美,季节朴素,2012-07-01,18,0.0
南美,季节朴素,2012-08-01,19,0.0
南美,季节朴素,2012-09-01,9,0.0
南美,季节朴素,2012-10-01,11,0.0
南美,季节朴素,2012-11-01,8,16.0
南美,季节朴素,2012-12-01,6,11.0
南美,季节朴素,2013-01-01,30,8.0
南美,季节朴素,2013-02-01,20,9.0
南美,季节朴素,2013-03-01,10,9.0
南美,季节朴素,2013-04-01,17,15.0
南美,季节朴素,2013-05-01,17,12.0
南美,季节朴素,2013-06-01,10,9.0
南美,季节朴素,2013-07-01,13,18.0
南美,季节朴素,2013-08-01,9,19.0
南美,季节朴素,2013-09-01,6,9.0
南美,季节朴素,2013-10-01,22,11.0
南美,季节朴素,2013-11-01,15,8.0
南美,季节朴素,2013-12-01,13,6.0
南美,季节朴素,2014-01-01,19,30.0
南美,季节朴素,2014-02-01,15,20.0
南美,季节朴素,2014-03-01,21,10.0
南美,季节朴素,2014-04-01,26,17.0
南美,季节朴素,2014-05-01,19,17.0
南美,季节朴素,2014-06-01,23,10.0
南美,季节朴素,2014-07-01,37,13.0
南美,季节朴素,2014-08-01,33,9.0
南美,季节朴素,2014-09-01,25,6.0
南美,季节朴素,2014-10-01,24,22.0
南美,季节朴素,2014-11-01,27,15.0
南美,季节朴素,2014-12-01,14,13.0
南美,季节朴素,2015-01-01,5,19.0
南美,季节朴素,2015-02-01,15,15.0
南美,季节朴素,2015-03-01,9,21.0
南美,季节朴素,2015-04-01,5,26.0
南美,季节朴素,2015-05-01,19,19.0
南美,季节朴素,2015-06-01,39,23.0
南美,季节朴素,2015-07-01,34,37.0
南美,季节朴素,2015-08-01,15,33.0
南美,季节朴素,2015-09-01,16,25.0
南美,季节朴素,2015-10-01,7,24.0
南美,季节朴素,2015-11-01,6,27.0
南美,季节朴素,2015-12-01,6,14.0
南美,季节朴素,2016-01-01,4,5.0
南美,季节朴素,2016-02-01,19,15.0
南美,季节朴素,2016-03-01,12,9.0
南美,季节朴素,2016-04-01,18,5.0
南美,季节朴素,2016-05-01,12,19.0
南美,季节朴素,2016-06-01,11,39.0
南美,季节朴素,2016-07-01,14,34.0
南美,季节朴素,2016-08-01,17,15.0
南美,季节朴素,2016-09-01,16,16.0
南美,季节朴素,2016-10-01,9,7.0
南美,季节朴素,2016-11-01,16,6.0
南美,季节朴素,2016-12-01,11,6.0
南美,近12月均值,2012-01-01,8,8.833333333333334
南美,近12月均值,2012-02-01,9,8.833333333333334
南美,近12月均值,2012-03-01,9,8.833333333333334
南美,近12月均值,2012-04-01,15,8.833333333333334
南美,近12月均值,2012-05-01,12,8.833333333333334
南美,近12月均值,2012-06-01,9,8.833333333333334
南美,近12月均值,2012-07-01,18,8.833333333333334
南美,近12月均值,2012-08-01,19,8.833333333333334
南美,近12月均值,2012-09-01,9,8.833333333333334
南美,近12月均值,2012-10-01,11,8.833333333333334
南美,近12月均值,2012-11-01,8,8.833333333333334
南美,近12月均值,2012-12-01,6,8.833333333333334
南美,近12月均值,2013-01-01,30,11.083333333333334
南美,近12月均值,2013-02-01,20,11.083333333333334
南美,近12月均值,2013-03-01,10,11.083333333333334
南美,近12月均值,2013-04-01,17,11.083333333333334
南美,近12月均值,2013-05-01,17,11.083333333333334
南美,近12月均值,2013-06-01,10,11.083333333333334
南美,近12月均值,2013-07-01,13,11.083333333333334
南美,近12月均值,2013-08-01,9,11.083333333333334
南美,近12月均值,2013-09-01,6,11.083333333333334
南美,近12月均值,2013-10-01,22,11.083333333333334
南美,近12月均值,2013-11-01,15,11.083333333333334
南美,近12月均值,2013-12-01,13,11.083333333333334
南美,近12月均值,2014-01-01,19,15.166666666666666
南美,近12月均值,2014-02-01,15,15.166666666666666
南美,近12月均值,2014-03-01,21,15.166666666666666
南美,近12月均值,2014-04-01,26,15.166666666666666
南美,近12月均值,2014-05-01,19,15.166666666666666
南美,近12月均值,2014-06-01,23,15.166666666666666
南美,近12月均值,2014-07-01,37,15.166666666666666
南美,近12月均值,2014-08-01,33,15.166666666666666
南美,近12月均值,2014-09-01,25,15.166666666666666
南美,近12月均值,2014-10-01,24,15.166666666666666
南美,近12月均值,2014-11-01,27,15.166666666666666
南美,近12月均值,2014-12-01,14,15.166666666666666
南美,近12月均值,2015-01-01,5,23.583333333333332
南美,近12月均值,2015-02-01,15,23.583333333333332
南美,近12月均值,2015-03-01,9,23.583333333333332
南美,近12月均值,2015-04-01,5,23.583333333333332
南美,近12月均值,2015-05-01,19,23.583333333333332
南美,近12月均值,2015-06-01,39,23.583333333333332
南美,近12月均值,2015-07-01,34,23.583333333333332
南美,近12月均值,2015-08-01,15,23.583333333333332
南美,近12月均值,2015-09-01,16,23.583333333333332
南美,近12月均值,2015-10-01,7,23.583333333333332
南美,近12月均值,2015-11-01,6,23.583333333333332
南美,近12月均值,2015-12-01,6,23.583333333333332
南美,近12月均值,2016-01-01,4,14.666666666666666
南美,近12月均值,2016-02-01,19,14.666666666666666
南美,近12月均值,2016-03-01,12,14.666666666666666
南美,近12月均值,2016-04-01,18,14.666666666666666
南美,近12月均值,2016-05-01,12,14.666666666666666
南美,近12月均值,2016-06-01,11,14.666666666666666
南美,近12月均值,2016-07-01,14,14.666666666666666
南美,近12月均值,2016-08-01,17,14.666666666666666
南美,近12月均值,2016-09-01,16,14.666666666666666
南美,近12月均值,2016-10-01,9,14.666666666666666
南美,近12月均值,2016-11-01,16,14.666666666666666
南美,近12月均值,2016-12-01,11,14.666666666666666
南美,阻尼季节ETS,2012-01-01,8,6.892673927879128
南美,阻尼季节ETS,2012-02-01,9,6.722037240375245
南美,阻尼季节ETS,2012-03-01,9,7.768576343102571
南美,阻尼季节ETS,2012-04-01,15,7.031340180593445
南美,阻尼季节ETS,2012-05-01,12,10.10912060724673
南美,阻尼季节ETS,2012-06-01,9,9.80111597936572
南美,阻尼季节ETS,2012-07-01,18,4.306080168566024
南美,阻尼季节ETS,2012-08-01,19,5.423401385528847
南美,阻尼季节ETS,2012-09-01,9,4.752296414293562
南美,阻尼季节ETS,2012-10-01,11,6.492266944172686
南美,阻尼季节ETS,2012-11-01,8,11.442171663232736
南美,阻尼季节ETS,2012-12-01,6,9.20153988343984
南美,阻尼季节ETS,2013-01-01,30,9.190787474813543
南美,阻尼季节ETS,2013-02-01,20,9.74420842664492
南美,阻尼季节ETS,2013-03-01,10,10.208024995723639
南美,阻尼季节ETS,2013-04-01,17,10.559445065424349
南美,阻尼季节ETS,2013-05-01,17,13.182216791028466
南美,阻尼季节ETS,2013-06-01,10,11.26023282868588
南美,阻尼季节ETS,2013-07-01,13,8.58383149647698
南美,阻尼季节ETS,2013-08-01,9,9.743401924339985
南美,阻尼季节ETS,2013-09-01,6,7.332102657809601
南美,阻尼季节ETS,2013-10-01,22,8.343587441767108
南美,阻尼季节ETS,2013-11-01,15,12.77357960405033
南美,阻尼季节ETS,2013-12-01,13,8.818304443155531
南美,阻尼季节ETS,2014-01-01,19,16.530118003189433
南美,阻尼季节ETS,2014-02-01,15,16.117368120539265
南美,阻尼季节ETS,2014-03-01,21,14.907397059217367
南美,阻尼季节ETS,2014-04-01,26,15.698595997671774
南美,阻尼季节ETS,2014-05-01,19,17.689036861187127
南美,阻尼季节ETS,2014-06-01,23,12.880379981426309
南美,阻尼季节ETS,2014-07-01,37,12.471214065910413
南美,阻尼季节ETS,2014-08-01,33,12.661424841819992
南美,阻尼季节ETS,2014-09-01,25,9.651532058712725
南美,阻尼季节ETS,2014-10-01,24,12.644227937144908
南美,阻尼季节ETS,2014-11-01,27,16.63498891988972
南美,阻尼季节ETS,2014-12-01,14,12.625617403692328
南美,阻尼季节ETS,2015-01-01,5,27.081073574165302
南美,阻尼季节ETS,2015-02-01,15,25.631364767859964
南美,阻尼季节ETS,2015-03-01,9,25.238430333496186
南美,阻尼季节ETS,2015-04-01,5,26.091939482127216
南美,阻尼季节ETS,2015-05-01,19,27.183088078582077
南美,阻尼季节ETS,2015-06-01,39,23.10375112935692
南美,阻尼季节ETS,2015-07-01,34,24.64816597999087
南美,阻尼季节ETS,2015-08-01,15,23.811107128926977
南美,阻尼季节ETS,2015-09-01,16,18.79018514846654
南美,阻尼季节ETS,2015-10-01,7,21.779925282874043
南美,阻尼季节ETS,2015-11-01,6,26.580868354637346
南美,阻尼季节ETS,2015-12-01,6,19.388367404367358
南美,阻尼季节ETS,2016-01-01,4,9.243904393628842
南美,阻尼季节ETS,2016-02-01,19,8.897239516271311
南美,阻尼季节ETS,2016-03-01,12,7.89507390800159
南美,阻尼季节ETS,2016-04-01,18,10.447898908396722
南美,阻尼季节ETS,2016-05-01,12,11.764063900831097
南美,阻尼季节ETS,2016-06-01,11,12.05043877447814
南美,阻尼季节ETS,2016-07-01,14,15.51274376464312
南美,阻尼季节ETS,2016-08-01,17,10.35536787886673
南美,阻尼季节ETS,2016-09-01,16,6.382060999608635
南美,阻尼季节ETS,2016-10-01,9,7.995777261807013
南美,阻尼季节ETS,2016-11-01,16,9.599070548703958
南美,阻尼季节ETS,2016-12-01,11,5.193700405243068
南美,低阶SARIMA,2012-01-01,8,7.195549775199978
南美,低阶SARIMA,2012-02-01,9,8.748549892735822
南美,低阶SARIMA,2012-03-01,9,10.954826802379891
南美,低阶SARIMA,2012-04-01,15,8.104442958859225
南美,低阶SARIMA,2012-05-01,12,12.651344047243056
南美,低阶SARIMA,2012-06-01,9,6.274096936997711
南美,低阶SARIMA,2012-07-01,18,0.5774514791982088
南美,低阶SARIMA,2012-08-01,19,1.6764043079448405
南美,低阶SARIMA,2012-09-01,9,1.0071373639078265
南美,低阶SARIMA,2012-10-01,11,1.104269614070648
南美,低阶SARIMA,2012-11-01,8,13.095540398122544
南美,低阶SARIMA,2012-12-01,6,7.557650490686953
南美,低阶SARIMA,2013-01-01,30,6.5929067531326595
南美,低阶SARIMA,2013-02-01,20,7.592902015844671
南美,低阶SARIMA,2013-03-01,10,8.392902601051077
南美,低阶SARIMA,2013-04-01,17,8.99291158241611
南美,低阶SARIMA,2013-05-01,17,11.792878318065593
南美,低阶SARIMA,2013-06-01,10,9.992877885812826
南美,低阶SARIMA,2013-07-01,13,7.392913991724333
南美,低阶SARIMA,2013-08-01,9,8.592887524374964
南美,低阶SARIMA,2013-09-01,6,6.19290121732067
南美,低阶SARIMA,2013-10-01,22,7.192898774742898
南美,低阶SARIMA,2013-11-01,15,11.59285887995647
南美,低阶SARIMA,2013-12-01,13,7.592883499006312
南美,低阶SARIMA,2014-01-01,19,17.058020962602814
南美,低阶SARIMA,2014-02-01,15,16.65800403818747
